name,sku,buy_url,image_url,description_long,price,in_stock,manufacturer,
Devon Floral Scroll Wastebasket,SDH8870-284,https://www.jaystrongwater.com/indigo/devon-floral-scroll-wastebasket-sdh8870-284,https://www.jaystrongwater.com/img/product/SDH8870-284_1-Z.jpg?fv=DDAFA61A115053C41D46A390E955D36B-37199,Gracious accessories to beautifully finish your home in quintessential Jay Strongwater style. The indigo-lacquered Devon Floral Scroll Wastebasket is crowned with a jeweled floral top in delft garden hues.,1600,In Stock,Jay Strongwater,
Ilsa Tulip 3in x 4in Frame,SPF5808-289,https://www.jaystrongwater.com/brocade/ilsa-tulip-3-x-4-frame-spf5808-289,https://www.jaystrongwater.com/img/product/SPF5808-289_1-Z.jpg?fv=5EE7785FF0A99C30781A084C0BB16DDF-74586,Garland-engraved frames are graced with bejeweled floral stems. Tulips - lilies - and carnations delicately flourish in vivid enamels and shimmering crystals.,495,In Stock,Jay Strongwater,
Rhodes Toggle Bracelet - 8in,SJ9075A-292,https://www.jaystrongwater.com/chains-charms/rhodes-toggle-bracelet-8-sj9075a-292,https://www.jaystrongwater.com/img/product/SJ9075A-292_1-Z.jpg?fv=BBC5EC5CBB727A7794F0BEE8E1525FB3-52416,Our handmade chain-link 8in Rhodes Toggle Bracelet - finished in textured 18K gold - is the perfect canvas for your favorite charms - with a signature Jay Strongwater ring-and-toggle closure that features hand-set Swarovski® crystals.,68,In Stock,Jay Strongwater,
Gilded Heart Drop Earrings,SJ9318-292,https://www.jaystrongwater.com/earrings/gilded-heart-drop-earrings-sj9318-292,https://www.jaystrongwater.com/img/product/SJ9318-292_1-Z.jpg?fv=BB3DEBE6D823F4E8B9CA55F542639E94-68780,Hand polished delicate flowers and leaves shine against an etched Florentine textured background on this dimensional heart drop earrings. Finished in 18K Gold and hand-set with Swarovski blush crystals from the Jay Strongwater Rhode Island workshop.,175,In Stock,Jay Strongwater,
Scarab Drop Post Earrings,SJ9273-284,https://www.jaystrongwater.com/earrings/scarab-drop-post-earrings-sj9273-284,https://www.jaystrongwater.com/img/product/SJ9273-284_1-Z.jpg?fv=0BD0C1214B45936C69EF0A73E01F7189-74175,Add endless elegance to an outfit with our Delft Garden Scarab Drop Post Earrings. Flora and fauna in an 18K gold finish - hand-enameled in translucent - dazzling indigo - and hand-set with Swarovski® crystals. Handcrafted in New York and Rhode Island.,140,In Stock,Jay Strongwater,
Butterfly Hook Earrings,SJ9281-284,https://www.jaystrongwater.com/earrings/butterfly-hook-earrings-sj9281-284,https://www.jaystrongwater.com/img/product/SJ9281-284_1-Z.jpg?fv=72BF52BDDB2E2B6A99DEED7A7035F21E-57668,Add endless elegance to an outfit with our Delft Garden Butterfly Hook Earrings. Flora and fauna in an 18K gold finish - hand-enameled in translucent - dazzling indigo - and hand-set with Swarovski® crystals. Handcrafted in New York and Rhode Island.,130,In Stock,Jay Strongwater,
Rosalinda Violet Post Earrings,SJ9242-256,https://www.jaystrongwater.com/earrings/rosalinda-violet-post-earrings-sj9242-256,https://www.jaystrongwater.com/img/product/SJ9242-256_1-Z.jpg?fv=2805974239378013E695BCCB7EA55C90-65757,A gift for someone special or just for you. Hand-painted layers of enamel finish our luminous Rosalinda Violet Post Earrings with a porcelain patina. Carved metal is dipped in 18K gold and embellished with hand-set Swarovski® crystals.,125,In Stock,Jay Strongwater,
Charlene Starfish Box,SDH7387-230,https://www.jaystrongwater.com/coastal/charlene-starfish-box-sdh7387-230,https://www.jaystrongwater.com/img/product/SDH7387-230_1-Z.jpg?fv=1D172209FA59E9645E159AF616AC43AF-80782,The sea inspires our Charlene Starfish Box—depicted in hammered bezels - individually fitted together and set with faceted crystal stones and pearls. The cast metal starfish is finished in gold - hand-enameled - and hand-set with Swarovski’s finest large - faceted crystal stones in shades of white opal - aquamarine - and light azure. Placed atop a white marble box - it’s beautiful in any setting.,1800,In Stock,Jay Strongwater,
Ganesha Ganesh Figurine,SDH1837-256,https://www.jaystrongwater.com/masterpieces-1/ganesha-ganesh-figurine-sdh1837-256,https://www.jaystrongwater.com/img/product/SDH1837-256-Z.jpg?fv=E0771B955477446DD90986DFAC7EBD54-85821, Glorious icons exemplify the best of Jay Strongwater - flawless craftsmanship from our Rhode Island artisans - to be shared with generations to come. The Ganesh Figurine was lovingly carved - first in clay to capture the fluid draping and exotic details and then in solid pewter with a 14K gold finish and further embellished with hundreds of tiny sparkling crystals. Layers of transparent enamel are finely applied in tones of marigold - crimson - aqua and lime. The Ganesh figurine is attached to a carved faceted white marble base lifted on small metal legs. Limited to an edition of 50.,10000,In Stock,Jay Strongwater,
Gilded Scroll & Flower Heart Pendant,SJ9296-292,https://www.jaystrongwater.com/necklaces/gilded-scroll-flower-heart-pendant-sj9296-292,https://www.jaystrongwater.com/img/product/SJ9296-292_1-Z.jpg?fv=08BE12A440EAC039FF281FDDEEC1D44B-27715,Hand polished delicate flowers and leaves shine against an etched Florentine textured background on this dimensional heart pendant. Finished in 18K Gold and hand-set with Swarovski blush crystals – the heart swings from a gold finished steel chain. From the Jay Strongwater Rhode Island workshop.,250,In Stock,Jay Strongwater,
Genevieve Grand Floral Chest,SDH7317-284,https://www.jaystrongwater.com/view-all-home-decor/genevieve-grand-floral-chest-sdh7317-284,https://www.jaystrongwater.com/img/product/SDH7317-284_1-Z.jpg?fv=774BE052A4F6583624791E854CB88B9C-111335,A profusion of tulips - irises - and peonies adorn the Genevieve Grand Floral Chest. A celebration of craftsmanship - this design began in our New York studio by carving each of the thirty flowers blooming on the lid. A delicate lace pattern of leaves forms the sides of the box. In total - twenty separate metal castings are soldered together to form the piece. Finished in antiqued - hand-rubbed brass - with delicately applied enamels; each box is the result of many talented artisans in our New York workshop working for weeks. In the final stage - more than 1600 crystals in delft garden shades are individually hand-set.,7900,In Stock,Jay Strongwater,
St. Nicholas Santa with Tree Music Box,SDH1854-250,https://www.jaystrongwater.com/view-all-home-decor/st-nicholas-santa-with-tree-music-box-sdh1854-250,https://www.jaystrongwater.com/img/product/SDH1854-250_1-Z.jpg?fv=ADC718D5FF39B20C80F1920A6B0E6DD9-124185,Our artistry shines with an old-fashioned jeweled Santa next to a festive Christmas tree - featuring miniature replicas of some of our classic holiday ornaments. The musical box inside plays “Holly Jolly Christmas.” Our finest artisans in Rhode Island craft each limited-edition St. Nicholas Santa with Tree Music Box. Hand-painted and hand-set with Swarovski® crystals. Music movement from Reuge in Switzerland.,3600,In Stock,Jay Strongwater,
Monroe Lip Compact,SCB8078-273,https://www.jaystrongwater.com/vanity/monroe-lip-compact-scb8078-273,https://www.jaystrongwater.com/img/product/SCB8078-273_small-Z.jpg?fv=9C5FE703AE6E0A6E6683097AA15A1988-76482, Show them how much you love them with our jeweled Monroe Lip Compact! Luscious red enameled lips with Ruby crystals from Swarovski pave set on a jet black enameled compact.  Gently push the jeweled button closure and reveal two mirrors to make sure you always look gorgeous.,175,In Stock,Jay Strongwater,
Cosette Magnolia Vase,SDH2412-256,https://www.jaystrongwater.com/vases-bowls/cosette-magnolia-vase-sdh2412-256,https://www.jaystrongwater.com/img/product/SDH2412-256_1-Z.jpg?fv=34A7BAD5F88C5614A445F72E4B410D44-65789,Our artistry shines with this gorgeous scene of magnolia flowers sculpted around the elegant porcelain vase. Hand painted with multiple glazes in Portugal. The jeweled butterflies and base made in Rhode Island in pewter and finished in 14K Gold. Our finest artisans at the Jay Strongwater Rhode Island workshop bring all the elements together to make each Cosette Magnolia Vase.,4200,In Stock,Jay Strongwater,
Effie Elephant Figurine,SDH1867-292,https://www.jaystrongwater.com/animals/effie-elephant-figurine-sdh1867-292,https://www.jaystrongwater.com/img/product/SDH1867-292_1-Z.jpg?fv=963D730E09A0627E485E93BFE67A101C-87829,Sunlight glistens on our Effie Elephant Figurine - allowing the jeweler’s craft of hand carved textures and hand-polished details to shine. Pewter metal is finished in 18K gold at our Rhode Island workshop.,375,In Stock,Jay Strongwater,
Rosabel Floral and Scroll Apothocary Jar,SDH8868-281,https://www.jaystrongwater.com/vases-bowls/rosabel-floral-and-scroll-apothocary-jar-sdh8868-281,https://www.jaystrongwater.com/img/product/SDH8868-281_w-Z.jpg?fv=6BAC1C0A9F3724BFC1A8635EB7ED5A05-44752, Inspired by an antique Art Nouveau mirror - this stunning jar is crowned by a sweeping motion of romantic flowers.,1600,In Stock,Jay Strongwater,
Duke Grand Tapestry Elephant Figurine,SDH1864-489,https://www.jaystrongwater.com/animals/duke-grand-tapestry-elephant-figurine-sdh1864-489,https://www.jaystrongwater.com/img/product/SDH1864-489_1-Z.jpg?fv=1F723449E24C8349C15135967D594247-77862,An exuberant - jeweled Persian carpet drapes over our Duke Grand Tapestry Elephant Figurine. Metal forged in Rhode Island and India; artisans at the Rhode Island Jay Strongwater workshop hand-paint and jewel each design.,6500,In Stock,Jay Strongwater,
Asagi Koi Fish Figurine,SDH1905-495,https://www.jaystrongwater.com/view-all-new/asagi-koi-fish-figurine-sdh1905-495,https://www.jaystrongwater.com/img/product/SDH1905-495-Z.jpg?fv=67552917F9E8543E369A7C9291DA0D44-129243, We first captured the dramatic pose of the Asagi Koi Fish Figurine in a clay model highlighting the wavering fins and pierced overlapping scales on the body. The final piece is molded in brass and delicately painted in silvery and golden enamels with over 1500 sparkling hand-set Swarovski crystals in light iridescent tones. Our finest artisans at the Jay Strongwater Rhode Island workshop bring all the elements together to make each Koi Figurine. Limited to an edition of 100.,6800,In Stock,Jay Strongwater,
Quentin Snake Bowl,SDH2518-283,https://www.jaystrongwater.com/great-gifts-2/quentin-snake-bowl-sdh2518-283,https://www.jaystrongwater.com/img/product/SDH2518-283-Z.jpg?fv=E30165E6F7BCA9DD02EE0278993E45B4-38760, In the Composition collection - we put aside our enamels and crystals and allow the natural beauty of the carved metals to shine through. An undulating 18K gold finished snake – engraved with a stripe pattern - is perfectly perched on the rim of the Quentin Snake Bowl. Snake casted in pewter and hand-polished from our artisans in Rhode Island. Imported hand-cut and polished white marble bowl.,695,In Stock,Jay Strongwater,
Morgan Scalloped Pave 2in x 3in Frame,SPF5782-273,https://www.jaystrongwater.com/great-gifts-2/morgan-scalloped-pave-2-x-3-frame-spf5782-273,https://www.jaystrongwater.com/img/product/SPF5782-273_w-Z.jpg?fv=1F4A128C963E845011822076A99373C2-112330,The Morgan Scalloped Pave 2” x 3” Frame is set with Swarovski® crystals by skilled artisans in New York. Beautiful in any setting. ,395,In Stock,Jay Strongwater,
Rae Orchid Drop Clip Earrings,SJ9244-209,https://www.jaystrongwater.com/earrings/rae-orchid-drop-clip-earrings-sj9244-209,https://www.jaystrongwater.com/img/product/SJ9244-209_1-Z.jpg?fv=3EAD9248B5E33A5E5F4B41E1FDBEA7A1-58940,With a level of detail that’s straight from the garden - these exquisite blooms are crafted out of carved metal dipped in 18K gold. Each pair of Rae Orchid Drop Clip Earrings is hand-painted with enamels in ombre shades of periwinkle - then finished with opalescent white Swarovski® crystals.,175,In Stock,Jay Strongwater,
Matilda Butterfly & Floral Jar,SDH2478-281,https://www.jaystrongwater.com/wedding/matilda-butterfly-floral-jar-sdh2478-281,https://www.jaystrongwater.com/img/product/SDH2478-281_1-Z.jpg?fv=136C466F448F70759D9B019B05238ECF-111239,A jeweled butterfly perches on the flower and leaf bouquet top of the glamourous Matilda glass jar. Hand polished pewter finished in 18K Gold with painted washes of blush and opal pink enamels accentuating the fine textures of the design. Gently twinkling with hand-set Swarovski crystals in shades of silk - antique rose and opal. Metal crafted at the Jay Strongwater Rhode Island workshop and hand-blown glass jar rippling with soft gold flecks.,795,In Stock,Jay Strongwater,
Scarab Drop Post Earrings,SJ9273-222,https://www.jaystrongwater.com/earrings/scarab-drop-post-earrings-sj9273-222,https://www.jaystrongwater.com/img/product/SJ9273-222_1-Z.jpg?fv=86134A51E09555FEEF6AC9E77C25C5F9-77480,Add endless elegance to an outfit with our Siam Scarab Drop Post Earrings. Flora and fauna in an 18K gold finish - hand-enameled in translucent deep ruby - and hand-set with Swarovski® crystals. Handcrafted in New York and Rhode Island.,140,In Stock,Jay Strongwater,
Bryant Cardinal Porcelain Box,SDH7373-280,https://www.jaystrongwater.com/highland/bryant-cardinal-porcelain-box-sdh7373-280,https://www.jaystrongwater.com/img/product/SDH7373-280_1-Z.jpg?fv=16806CFE9BB59BCB25DED71B51D7FE3C-41919,Add to your menagerie with a sweet - petite Bryant Cardinal Porcelain Box. Our mini animals add delightful charm to the top of each catch-all.,225,In Stock,Jay Strongwater,
Melvin Mini Butterfly Fish Figurine,SDH1820-239,https://www.jaystrongwater.com/coastal/melvin-mini-butterfly-fish-figurine-sdh1820-239,https://www.jaystrongwater.com/img/product/SDH1820-239_w-Z.jpg?fv=FFF1F8BCAE50818F328195B63FB8090C-65890,Melvin the fish is a showstopper in his hues of canary yellow and orange enamels. Hand-enameled with hand-set crystals - he is the perfect keepsake that never fails to charm and delight! ,195,In Stock,Jay Strongwater,
Willow Floral Leaf 5in x 7in Frame,SPF5831-292,https://www.jaystrongwater.com/view-all-frames/willow-floral-leaf-5-x-7-frame-spf5831-292,https://www.jaystrongwater.com/img/product/SPF5831-292_1-Z.jpg?fv=35A67006AD9C1A72BFCE94DA9A806D3D-159636,Engraved and chiseled with floral scroll detailing - the Willow Floral Leaf 5in x 7in Frame is finished in 18K gold and hand-polished to reveal highlights.,775,In Stock,Jay Strongwater,
Colbie Hydrangea 3in x 4in  Frame,SPF5828-256,https://www.jaystrongwater.com/flora-fauna/colbie-hydrangea-3-x-4-frame-spf5828-256,https://www.jaystrongwater.com/img/product/SPF5828-256_1-Z.jpg?fv=6DE0C5FC89C62891B872EBF232D67C07-64063,Blossoming hydrangeas - enameled in porcelain-inspired pale hues - wrap around the enchanting Colbie Hydrangea 3in x 4in Frame. Crafted in 14K-gold-finished metal with meticulous hand-enameling and stone-setting.,495,In Stock,Jay Strongwater,
Theo Bejeweled 8in x 10in Frame,SPF5843-230,https://www.jaystrongwater.com/view-all-frames/theo-bejeweled-8-x-10-frame-spf5843-230,https://www.jaystrongwater.com/img/product/SPF5843-230_1-Z.jpg?fv=BB6D1270FCDA374EDCF399543D0C913B-86533,Crafted of pewter with a 14K matte gold finish - the Theo Bejeweled 8in x 10in Frame is a treasure inspired by the sea. Hand-enameled and hand-set with Swarovski’s finest large - faceted crystal stones in shades of white opal - aquamarine - and light azure in New York and Rhode Island.,1400,In Stock,Jay Strongwater,
